source,target,track
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,AUNQUE YA NO ME BESES
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Te necesito
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Making Hits
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Pienso En Ti
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Bom Bom Bom
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otra Noche Contigo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Making Hits
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Pienso En Ti
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Bom Bom Bom
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otra Noche Contigo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Pienso En Ti
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Bom Bom Bom
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otra Noche Contigo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Bom Bom Bom
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otra Noche Contigo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otra Noche Contigo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,AUNQUE YA NO ME BESES
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,CREO QUE ALGO ESTÁ A PUNTO DE PASAR
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,RATAS
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,NUBE GRIS
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,CUERPO Y SANGRE
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Otomo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,El Círculo Perfecto - Donuts 2022
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Pizza de Queso
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Mándame un Audio
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Esta Ciudad
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Los Días Pasan Lento (Cuando Tú No Estás)
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Quiero
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Isla de Japón
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Loncha de Queso (Remix) チーズのスライス.mp3
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Quiero
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Isla de Japón
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Mándame Un Audio - Remix
1hus2QLWtdEpTUSgopRRZq,7eLcDZDYHXZCebtQmVFL25,Mándame Un Audio - Remix
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Mándame un Audio
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Cuando acabó todo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Ya No Volverán
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Pronto
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Te Amo
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Nuestra Última Primavera
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,¡Qué Bonita La Amapola!
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,No Estás Aquí Pa' Curarme
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Charcos
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Intro
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Esta Noche
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Tormenta de Verano
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Loncha de Queso
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Dramambo 2
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Hasta la Muerte
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,YTE
1hus2QLWtdEpTUSgopRRZq,1fURW117sgaPpgIoz8YLXW,Reggaeton Intergaláctico
6jJ0s89eD6GaHleKKya26X,4PzYKhC14sTJNEr0dzoo0d,Cry About It Later (feat. Luísa Sonza & Bruno Martini)
6jJ0s89eD6GaHleKKya26X,2o5jDhtHVPhrJdv3cEQ99Z,Resilient (ft. Aitana) [Tiësto Remix]
6jJ0s89eD6GaHleKKya26X,7eLcDZDYHXZCebtQmVFL25,Resilient (ft. Aitana) [Tiësto Remix]
5xSx2FM8mQnrfgM1QsHniB,4PzYKhC14sTJNEr0dzoo0d,Friend De Semana
5xSx2FM8mQnrfgM1QsHniB,7eLcDZDYHXZCebtQmVFL25,Friend De Semana
5xSx2FM8mQnrfgM1QsHniB,07YUOmWljBTXwIseAUd9TW,No Bailes Sola
5xSx2FM8mQnrfgM1QsHniB,5dbaLmK5SHLLg8Z4CcTJpX,Mala Fama - Remix
5xSx2FM8mQnrfgM1QsHniB,5XsWrYhwadPBjW20qYbdZg,Sólo Quédate En Silencio
5xSx2FM8mQnrfgM1QsHniB,5C4PDR4LnhZTbVnKWXuDKD,Idiota
5xSx2FM8mQnrfgM1QsHniB,5gOJTI4TusSENizxhcG7jB,"Vuelve, Vuelve"
5xSx2FM8mQnrfgM1QsHniB,5DUlefCLzVRzNWaNURTFpK,Nada - Remix
5xSx2FM8mQnrfgM1QsHniB,5C4PDR4LnhZTbVnKWXuDKD,Dulce Navidad
5xSx2FM8mQnrfgM1QsHniB,4PzYKhC14sTJNEr0dzoo0d,Friend De Semana
5xSx2FM8mQnrfgM1QsHniB,7eLcDZDYHXZCebtQmVFL25,Friend De Semana
5xSx2FM8mQnrfgM1QsHniB,07YUOmWljBTXwIseAUd9TW,No Bailes Sola - Versión Acústica
5xSx2FM8mQnrfgM1QsHniB,5DUlefCLzVRzNWaNURTFpK,Nada - Acústica
5xSx2FM8mQnrfgM1QsHniB,3bvfu2KAve4lPHrhEFDZna,Santería
5xSx2FM8mQnrfgM1QsHniB,5DUlefCLzVRzNWaNURTFpK,Nada
5xSx2FM8mQnrfgM1QsHniB,07YUOmWljBTXwIseAUd9TW,No Bailes Sola
4PzYKhC14sTJNEr0dzoo0d,0AqlFI0tz2DsEoJlKSIiT9,bunda 🍑
4PzYKhC14sTJNEr0dzoo0d,6jJ0s89eD6GaHleKKya26X,Cry About It Later (feat. Luísa Sonza & Bruno Martini)
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Las Dudas
07YUOmWljBTXwIseAUd9TW,5J7rXWjtn5HzUkJ4Jet8Fr,A Dónde Van
07YUOmWljBTXwIseAUd9TW,5M9Bb4adKAgrOFOhc05Y50,Contigo
07YUOmWljBTXwIseAUd9TW,0vR2qb8m9WHeZ5ByCbimq2,Un Año
07YUOmWljBTXwIseAUd9TW,0ZHPrnImGh4re3TbSNkoZl,Vuelve
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Traicionera - Remix
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Akureyri
07YUOmWljBTXwIseAUd9TW,5M9Bb4adKAgrOFOhc05Y50,Contigo
07YUOmWljBTXwIseAUd9TW,5xSx2FM8mQnrfgM1QsHniB,No Bailes Sola - Versión Acústica
07YUOmWljBTXwIseAUd9TW,7eLcDZDYHXZCebtQmVFL25,Corazón Sin Vida
07YUOmWljBTXwIseAUd9TW,5J7rXWjtn5HzUkJ4Jet8Fr,A Dónde Van
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Locura - Remix
07YUOmWljBTXwIseAUd9TW,5xSx2FM8mQnrfgM1QsHniB,No Bailes Sola
07YUOmWljBTXwIseAUd9TW,5C4PDR4LnhZTbVnKWXuDKD,Bajo La Mesa
07YUOmWljBTXwIseAUd9TW,5DUlefCLzVRzNWaNURTFpK,Locura
4ckWVaYN8j0EZrNFRHmxZx,0ZHPrnImGh4re3TbSNkoZl,SANTORINI REMIX
4ckWVaYN8j0EZrNFRHmxZx,7D62OQfwvslnxJn9DkZm2F,Soy Un Chulo
4ckWVaYN8j0EZrNFRHmxZx,7eLcDZDYHXZCebtQmVFL25,Tu Foto Del DNI
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Idiota
5C4PDR4LnhZTbVnKWXuDKD,07YUOmWljBTXwIseAUd9TW,Bajo La Mesa
5C4PDR4LnhZTbVnKWXuDKD,7eLcDZDYHXZCebtQmVFL25,Presiento
5C4PDR4LnhZTbVnKWXuDKD,5DUlefCLzVRzNWaNURTFpK,Mil Tormentas
5C4PDR4LnhZTbVnKWXuDKD,5DUlefCLzVRzNWaNURTFpK,Mil Tormentas
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Idiota
5C4PDR4LnhZTbVnKWXuDKD,0ZHPrnImGh4re3TbSNkoZl,Porfa no te vayas
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Dulce Navidad
5C4PDR4LnhZTbVnKWXuDKD,7eLcDZDYHXZCebtQmVFL25,Más De Lo Que Aposté
5C4PDR4LnhZTbVnKWXuDKD,0vR2qb8m9WHeZ5ByCbimq2,La Bella y la Bestia
5C4PDR4LnhZTbVnKWXuDKD,07YUOmWljBTXwIseAUd9TW,Bajo La Mesa
0vR2qb8m9WHeZ5ByCbimq2,0ZHPrnImGh4re3TbSNkoZl,Mirando a la luna (feat. Reik)
0vR2qb8m9WHeZ5ByCbimq2,5C4PDR4LnhZTbVnKWXuDKD,La Bella y la Bestia
0vR2qb8m9WHeZ5ByCbimq2,7vXDAI8JwjW531ouMGbfcp,Bésame (I Need You) (with TINI & Reik)
0vR2qb8m9WHeZ5ByCbimq2,7eLcDZDYHXZCebtQmVFL25,Enemigos
5gOJTI4TusSENizxhcG7jB,7eLcDZDYHXZCebtQmVFL25,Si Tú La Quieres
5gOJTI4TusSENizxhcG7jB,7vXDAI8JwjW531ouMGbfcp,"Todo Es Posible - Tema Principal De La Película ""Tadeo Jones 2 El Secreto Del Rey Midas"""
5gOJTI4TusSENizxhcG7jB,07YUOmWljBTXwIseAUd9TW,A Partir De Hoy
5gOJTI4TusSENizxhcG7jB,5dbaLmK5SHLLg8Z4CcTJpX,Perdón
5gOJTI4TusSENizxhcG7jB,7eLcDZDYHXZCebtQmVFL25,Si Tú La Quieres
5gOJTI4TusSENizxhcG7jB,5xSx2FM8mQnrfgM1QsHniB,"Vuelve, Vuelve"
5gOJTI4TusSENizxhcG7jB,7eLcDZDYHXZCebtQmVFL25,Si Tú La Quieres
5DUlefCLzVRzNWaNURTFpK,0ZHPrnImGh4re3TbSNkoZl,Primera Carta
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,Coldplay
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,5gOJTI4TusSENizxhcG7jB,No Hay 2 Sin 3 (Gol)
5DUlefCLzVRzNWaNURTFpK,5gOJTI4TusSENizxhcG7jB,No Hay 2 Sin 3 (Gol)
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Por Fin Te Encontré
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,Coldplay
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,2005
5DUlefCLzVRzNWaNURTFpK,0ZHPrnImGh4re3TbSNkoZl,Primera Carta
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada - Remix
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,Desesperado (Voy A Tomar)
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada - Acústica
5DUlefCLzVRzNWaNURTFpK,5xSx2FM8mQnrfgM1QsHniB,Nada
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura - Remix
5DUlefCLzVRzNWaNURTFpK,07YUOmWljBTXwIseAUd9TW,Locura
5DUlefCLzVRzNWaNURTFpK,0vR2qb8m9WHeZ5ByCbimq2,Borracho De Amor
5DUlefCLzVRzNWaNURTFpK,7eLcDZDYHXZCebtQmVFL25,+
5DUlefCLzVRzNWaNURTFpK,5dbaLmK5SHLLg8Z4CcTJpX,Sólo Mía
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Idiota
5C4PDR4LnhZTbVnKWXuDKD,07YUOmWljBTXwIseAUd9TW,Bajo La Mesa
5C4PDR4LnhZTbVnKWXuDKD,7eLcDZDYHXZCebtQmVFL25,Presiento
5C4PDR4LnhZTbVnKWXuDKD,5DUlefCLzVRzNWaNURTFpK,Mil Tormentas
5C4PDR4LnhZTbVnKWXuDKD,5DUlefCLzVRzNWaNURTFpK,Mil Tormentas
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Idiota
5C4PDR4LnhZTbVnKWXuDKD,0ZHPrnImGh4re3TbSNkoZl,Porfa no te vayas
5C4PDR4LnhZTbVnKWXuDKD,5xSx2FM8mQnrfgM1QsHniB,Dulce Navidad
5C4PDR4LnhZTbVnKWXuDKD,7eLcDZDYHXZCebtQmVFL25,Más De Lo Que Aposté
5C4PDR4LnhZTbVnKWXuDKD,0vR2qb8m9WHeZ5ByCbimq2,La Bella y la Bestia
5C4PDR4LnhZTbVnKWXuDKD,07YUOmWljBTXwIseAUd9TW,Bajo La Mesa
6i3DxIlAqnDkwELLw4aVrx,5dbaLmK5SHLLg8Z4CcTJpX,LAS BURBUJAS DEL JACUZZI
6i3DxIlAqnDkwELLw4aVrx,7eLcDZDYHXZCebtQmVFL25,TELÉFONO - Remix
6i3DxIlAqnDkwELLw4aVrx,5dbaLmK5SHLLg8Z4CcTJpX,LAS BURBUJAS DEL JACUZZI
6i3DxIlAqnDkwELLw4aVrx,7eLcDZDYHXZCebtQmVFL25,TELÉFONO - Remix
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,5dbaLmK5SHLLg8Z4CcTJpX,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7vXDAI8JwjW531ouMGbfcp,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo
3MRynBsyLGzv3IQ9Fip6hO,0CQgFG7XHyXRpSi24kl0cx,Solo Si Es Contigo
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo
3MRynBsyLGzv3IQ9Fip6hO,1WLEfsQjvgtFSGkrHonzFX,Todas Las Flores
3MRynBsyLGzv3IQ9Fip6hO,5AMBCoLbNgVCbA3XYMRlks,Culpable O No
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,5dbaLmK5SHLLg8Z4CcTJpX,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7vXDAI8JwjW531ouMGbfcp,Lo Malo - Remix
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Lo Malo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,0CQgFG7XHyXRpSi24kl0cx,Solo Si Es Contigo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,7eLcDZDYHXZCebtQmVFL25,Solo Si Es Contigo - Operación Triunfo 2017
3MRynBsyLGzv3IQ9Fip6hO,1WLEfsQjvgtFSGkrHonzFX,Todas Las Flores - Operación Triunfo 2017
5dbaLmK5SHLLg8Z4CcTJpX,6i3DxIlAqnDkwELLw4aVrx,LAS BURBUJAS DEL JACUZZI
5dbaLmK5SHLLg8Z4CcTJpX,5DUlefCLzVRzNWaNURTFpK,2005
5dbaLmK5SHLLg8Z4CcTJpX,5DUlefCLzVRzNWaNURTFpK,Desesperado (Voy A Tomar)
5dbaLmK5SHLLg8Z4CcTJpX,5DUlefCLzVRzNWaNURTFpK,Sólo Mía
5dbaLmK5SHLLg8Z4CcTJpX,5xSx2FM8mQnrfgM1QsHniB,Mala Fama - Remix
5dbaLmK5SHLLg8Z4CcTJpX,7vXDAI8JwjW531ouMGbfcp,22
7vXDAI8JwjW531ouMGbfcp,07YUOmWljBTXwIseAUd9TW,Oye
7vXDAI8JwjW531ouMGbfcp,5dbaLmK5SHLLg8Z4CcTJpX,22
7vXDAI8JwjW531ouMGbfcp,07YUOmWljBTXwIseAUd9TW,Quiero Volver
7vXDAI8JwjW531ouMGbfcp,5DUlefCLzVRzNWaNURTFpK,Por Qué Te Vas
7vXDAI8JwjW531ouMGbfcp,5C4PDR4LnhZTbVnKWXuDKD,Consejo de Amor (feat. Morat)
7vXDAI8JwjW531ouMGbfcp,07YUOmWljBTXwIseAUd9TW,Ya No Hay Nadie Que Nos Pare
7vXDAI8JwjW531ouMGbfcp,0AqlFI0tz2DsEoJlKSIiT9,La_Original.mp3
7vXDAI8JwjW531ouMGbfcp,3bvfu2KAve4lPHrhEFDZna,High (Remix)
7vXDAI8JwjW531ouMGbfcp,0vR2qb8m9WHeZ5ByCbimq2,Bésame (I Need You) (with TINI & Reik)
7vXDAI8JwjW531ouMGbfcp,07YUOmWljBTXwIseAUd9TW,Oye
7vXDAI8JwjW531ouMGbfcp,5dbaLmK5SHLLg8Z4CcTJpX,22
